x,y,category,title
8.881001,14.201736,technology,It looks like Google is readying the Pixelbook to run Windows 10
21.23315,10.050479,technology,"Sony is locking Fortnite accounts to PS4, and players are mad"
2.0605319,12.816427,technology,Forget about that Tesla—the Jaguar I-Pace is the most compelling EV yet
-3.1792274,14.018711,technology,Microsoft tech may help Walmart get rid of cashiers and checkout lines
2.2321696,-0.9024827,general,"Fewer US teens smoking, doing drugs ... and drinking milk"
-13.225489,8.024399,general,Trump's halt of 'war games' could weaken defenses in Korea
18.365993,-3.614767,general,Raised in the projects: San Fran elects black woman mayor
-16.377136,39.129726,general,World Cup 2018: Russia thrash Saudi Arabia 5-0 in tournament opener
19.516735,22.429596,sports,US Open first round: Rose and McIlroy among early starters
-13.507405,37.043636,sports,World Cup 2018: Denis Cheryshev scores 'marvellous' goal for Russia
-11.075974,35.12854,sports,2018 FIFA World Cup: Alan Shearer and Jermaine Jenas choose their England XI
19.516722,22.42959,sports,US Open: Ian Poulter shares clubhouse lead as Rory McIlroy struggles at Shinnecock Hills
-16.377134,39.129726,sports,World Cup 2018: Russia v Saudi Arabia - rate the players
-6.157233,-21.109823,sports,"Real Madrid: Julen Lopetegui sacking not justified, says Florentino Perez"
-12.833755,38.071487,sports,World Cup 2018: A bluffer's guide to every team in Russia
-14.782864,29.947742,sports,World Cup 2018: Ronaldo and Robbie Williams star in opening ceremony
28.989655,1.3039075,sports,Premier League fixtures 2018-19: Man City visit Arsenal on opening weekend
9.602593,-29.904337,business,Apple Is Close to a Deal for an Animated Movie
22.615791,-23.352175,business,The Fed Is Uncertain About a Key Pillar of Its Policy
-18.895956,-10.893926,business,"Comey Broke From FBI Procedures in Clinton Probe, Watchdog Finds"
-18.717983,-10.198484,business,"Brutal 568-page watchdog report blasts Comey, finds FBI officials may have wanted to hurt Trump's chances of winning the election"
3.5161643,-27.922129,business,Ethereum spikes after the SEC declares it's not a security
13.399119,4.522232,business,Leaked audio reveals how Amazon's strategy of secrecy is spreading to Whole Foods
8.931217,-29.656574,business,One of investing's most influential minds has a bold prediction about the future of tech stocks — and it's not pretty for the likes of Apple and Facebook
-4.950259,-0.74976456,business,The simple rule this couple follows to avoid fighting about money
12.633077,-8.681752,business,"70,000 questions a year, satellite imagery, and dismantling electric cars: How UBS is trying to change the face of financial research"
0.5502949,-16.00045,business,A tiny crypto firm making 9-figure bitcoin trades is taking a page out of Goldman Sachs' playbook to become a juggernaut
9.53002,-29.19986,business,"This former iHeart exec used to chase crazy partnerships on Bob Pittman's jet, now he's helping public radio take back power from Apple"
-8.878442,4.7545156,business,A Qantas Airbus A380 took a scary nosedive over the Pacific Ocean after flying through turbulence caused by another A380
33.98508,-13.168766,business,Theresa May risks defeat as she dares furious Tory rebels to vote down 'unacceptable' Brexit deal
6.8596582,-21.059835,business,The UK isn't learning lessons from Grenfell Tower fast enough — and it's putting more lives at risk
-14.334458,31.564426,business,"An opera singer, a middle finger, and Putin's speech: All the best photos from the 2018 World Cup opening ceremony"
-17.306185,-21.420282,business,"New York attorney general sues Trump and his children, alleging their charity engaged in 'persistent illegal conduct'"
2.4524302,14.3823185,business,Tesla has surged more than 20% since Elon Musk warned of the 'short burn of the century'
-3.2460513,8.216521,business,Steve Bannon is getting into cryptocurrency and has talked about creating 'deplorable coin'
-11.442717,38.19401,business,"UBS ran 10,000 simulations of the World Cup — and one team is the head and shoulders above the rest"
-32.298374,-11.013152,business,Weapons experts say Trump's current plan to denuclearize North Korea is likely to fail — here's what they think he should do instead
0.9108147,5.680156,business,Why England and other UK countries all have their own soccer teams
6.485648,14.113073,business,Here's what it's like to drive trains on London's Tube — one of the most complicated subway systems in the world
8.634552,0.3388544,entertainment,"Drake Reunited The Whole ""Degrassi"" Cast For His ""I'm Upset"" Video And It Goes There"
1.6266305,-1.3499045,entertainment,35 Photos Of Rihanna To Provide A Healing Balm For Your Soul
29.29249,14.939821,entertainment,17 Times Dads Made You Roll Your Eyes And Then LOL
2.35508,-1.5730132,entertainment,16 Pictures You'll Understand If Your Upstairs Neighbors Never Shut The Hell Up
8.634553,0.33866596,entertainment,"Here's Why J.T. And Sean Weren't In Drake's ""Degrassi"" Reunion Video"
-15.849201,15.237425,entertainment,This Is What 12 Very Stylish People Wore To Prom
2.925855,-6.216553,entertainment,15 Reasons Why Your Kids Are Smiling Down At Their Phone All Damn Day
-16.667757,-3.224213,business,Trump's forecast of 4% GDP growth close to coming true as Americans spend tax bill proceeds
-5.082262,-7.4371614,business,White House expects to slap tariffs on smaller list of Chinese products Friday
-17.256044,-21.584675,business,"New York attorney general sues Trump and family over charity, claiming 'illegal conduct' for 'more than a decade'"
-19.839457,-11.038659,business,James Comey used Gmail for official FBI business numerous times when director: Watchdog
21.702627,-22.587141,business,The Fed has taken the first step toward an early exit from its balance sheet reduction
1.4734999,-14.678234,business,Bitcoin is crashing. Here’s what it could mean for stocks
10.335078,6.4015274,business,More Toys R Us stores went up for sale. Here's what's moving in
13.387733,4.7631636,business,Reed Hastings won by studying Amazon — then running in the opposite direction
-10.361979,34.93839,business,World Cup announcer Andres Cantor explains the science behind his famous 'Goal!' call
3.6356132,14.340872,business,"Cramer: Elon Musk 'floats like a butterfly, stings like a bee' versus investors betting against Tesla"
-18.389935,-5.9327435,general,How 7 words in the IG report give Trump all the 'deep state' ammo he wanted
-29.999866,-11.004879,general,What was Trump thinking when he saluted a North Korean general?
-33.436058,-9.840844,general,Pompeo: No sanctions relief for North Korea until complete denuclearization
7.399454,-21.14019,entertainment,Adele sings Lean on Me on first anniversary of Grenfell fire disaster
10.362356,22.478462,entertainment,Two Charlton Athletic players appear in court over alleged sex attack
13.475416,15.911361,entertainment,Meghan and the Queen giggle their way through first joint engagement
-4.6179905,-0.509954,entertainment,'Goldfinger' tycoon to buy pier saved with £12m of public money
-8.8786745,4.754441,entertainment,"Waitress, 27, quits job after bosses took more than £700 of her tips"
8.264056,-19.563229,entertainment,Grenfell anniversary LIVE: London marks a year since the tragedy
-4.865204,20.0412,entertainment,"Rolls-Royce is set to axe up to 4,600 jobs over the next two years"
-4.8968415,5.1228256,technology,Jaguar I-Pace review: A luxury EV that can tackle anything
-5.4443326,-36.384254,entertainment,<em>Voltron </em>bosses promise season 6 will offer answers to several mysteries
-5.19887,-36.86925,entertainment,<em>Super Smash Bros. Ultimate</em> feels familiar in all the right ways
-6.033482,-36.93347,entertainment,"<em>Game of Thrones</em>, <em>Westworld</em> are not going to Comic-Con this year"
-3.7888472,-37.3469,entertainment,Dominic Monaghan reveals why he wasn’t scared of his underwater death on <em>Lost</em>
-5.473524,-37.214024,entertainment,<em>Cloak and Dagger</em> stars 'would love to see' a <em>Runaways</em> crossover
14.344176,-3.0005045,entertainment,"Brie Larson calls for more diverse voices in film criticism, not just 'white dudes'"
-4.8766932,-36.83608,entertainment,"<em>Aquaman</em>: 7 exclusive photos reveal King Orm, Vulko, Mera, more"
-5.6415057,-36.416615,entertainment,"<em>This Is Us</em> season 3: 'They’re not going to kill Beth,' assures Susan Kelechi Watson"
-1.1078702,-9.916948,sports,"Trades, free agency and draft decisions for every NBA team"
-6.328175,9.460458,business,Netflix Will Continue to Stream Anthony Bourdain's 'Parts Unknown' After Fan Outcry
18.765865,-11.340678,business,Old Forester's New Distillery Returns to Its Original Louisville Headquarters
-11.921821,-0.0015381917,business,A Party During a Major Biotech Conference Featured Topless Dancers — And Is Drawing Heavy Criticism
-18.895956,-10.893926,business,"Comey 'Deviated' From FBI Procedures in Clinton Probe, Watchdog Finds"
4.5090766,-2.6530817,business,Washington Needs to Adopt AI Soon or We’ll Lose Millions
-6.1185503,-22.6478,sports,"Alisson to Real Madrid? I was joking, says Roma chief Pallotta"
6.274335,12.438961,sports,It's like we're at a funeral - Ramos cuts short news conference amid Lopetegui questions
-9.576578,15.177751,sports,"Spain too good to be derailed by Lopetegui saga, says Renard"
-16.68739,38.85154,sports,"Russia 5 Saudi Arabia 0: Cheryshev, Golovin star in World Cup opener despite Dzagoev blow"
-8.442502,-20.186647,general,"Email investigation 'cast a cloud' over the FBI, report says"
-16.487413,-22.074139,general,"Trump Foundation, Accused of Sweeping Violations, Is Sued by New York Attorney General"
1.0298643,-1.5807711,general,"Pennsylvania Tornado Collapses Multiple Buildings, Overturns Cars; 6 Injured | The Weather Channel"
19.93344,-12.628331,general,Green gems shooting from Kilauea volcano in Hawaii as lava forms new peninsula
10.241649,22.539198,general,Supreme Court Strikes Down Law Barring Political Apparel at Polling Places
-17.239134,-3.3056843,general,Ryan breaks with Trump on splitting families at the border
28.947874,2.7687366,general,"Florida man drops meth off at sheriff's office for testing after suffering 'bad reaction,' police say"
-4.5129175,-7.3375115,general,"Sarah Sanders, Raj Shah planning to depart the White House"
20.129501,2.8650005,entertainment,The Last of Us Has Sold Over 17 Million Copies - IGN
15.582686,1.5352105,entertainment,What You Need to Know Before Watching Marvel's Luke Cage: Season 2 on Netflix - IGN
18.753334,1.5756879,entertainment,E3 2018: Star Fox Coming to Starlink: Battle for Atlas 'Started at E3 Last Year' - IGN
21.7638,9.296969,entertainment,E3 2018: Sony Has Little to Say in Response to Fortnite Cross-Play Controversy - IGN
19.236046,2.5310948,entertainment,Legion Season 3: What the Comics Tell Us About David's Villainous Destiny - IGN
19.914757,2.8998232,entertainment,E3 2018: Where to Preorder Poke Ball Plus and Pokemon Let's Go Bundles Right Now - IGN
33.038586,-13.55446,general,Brexit: Theresa May's compromise plan falls apart as pro-EU rebels brand it 'unacceptable'
20.515648,-5.7559924,general,Supermassive black hole seen eating star for the first ever time
-5.5361133,-20.64632,general,"Britain's contribution to fighting Russian organised crime is 'less than negative', says renowned prosecutor"
-16.90688,-21.016626,general,New York files lawsuit against Trump and his charity over 'persistently illegal conduct'
-8.954298,30.682327,general,"US leads war games near Russian border with 18,000 troops on eve of World Cup"
-16.377127,39.12973,general,World Cup 2018: Russia down Saudi Arabia as greatest show on earth starts as it means to go on
-7.1261544,34.92163,general,World Cup streaming: Free live feeds online can endanger football fans who try to watch them
28.774776,1.404045,general,Peter Tatchell detained in Moscow: Gay activist held after one-man protest against Russian treatment of LGBT+ community
14.329924,-3.178322,general,Austria’s chancellor calls for anti-migration 'axis' with Germany and Italy
11.455282,5.8584805,entertainment,Amazon has the Fitbit Charge 2 on sale for $50 off
-14.41583,-0.46319357,entertainment,Chrissy Teigen and John Legend are throwing a very expensive party for Trump's birthday
3.6355922,-2.8765566,entertainment,Neil Druckmanconfirms one part of a 'Last of Part II' fan theory
-2.9663193,13.85476,entertainment,How a Salesforce certification can increase your salary and even help you land your dream job
-8.695807,-7.9062886,entertainment,Pay whatever you want for these 10 award-winning Mac apps
20.099232,-13.420289,entertainment,How to play 'Skyrim' with Alexa: A quick guide to our favorite new skill
1.374358,2.1689146,entertainment,"Singer brings a balloon on stage, but it doesn't go as planned"
8.871007,-13.451407,general,"Gang jailed for life for stabbing boy, 17, to death on friend's doorstep"
-14.235772,30.939705,general,Robbie Williams likened to Morrissey as World Cup fans roast his performance
-0.5882346,-14.9297085,general,Waitress reveals her payslips to 'prove' restaurant was taking her tips
-13.920802,35.627197,general,Russia record biggest opening-match World Cup win in 84 years against
7.403321,-21.163998,general,Queen's nod to Grenfell as she wears green for outing with Meghan Markle
27.90583,1.0103416,general,ScotRail puts racist man in place by saying he can 'walk instead'
33.902454,-13.307303,general,Tory rebels reject Theresa May's 'sneaky' offer on Brexit meaningful vote
-6.5191607,-4.2906,general,Vulnerable women on a date can 'Ask for Angela' in festivals if it goes wrong
-15.667492,15.627493,general,The SNP will follow the Scottish people's will - not power-grabbing Brexiteers
13.603262,-7.511755,general,Teenage gang chase 17-year-old they swarmed on 'like vultures' before killing
1.8030666,3.0899343,general,Queen gave Meghan special gift before trip together - and she's wearing it today
-1.434183,4.0357313,general,"Men ran 'Fifty Shades-style sex den' called Mr Magoo's which made £3,000-a-week"
10.681511,-13.997279,general,Wife 'gloated about having lesbian affair on day she was stabbed to death'
10.662827,-14.396128,general,'Sadistic monster' hummed Terminator theme tune as he tortured friend to death
-14.47156,30.667522,general,Robbie Williams turns World Cup ceremony air blue as he swears at viewers
6.853607,12.994334,general,Mums who regret name they picked for their baby reveal why they don't like it
-11.204334,31.990211,general,Putin says Russian women can have sex with World Cup tourists
20.505236,-5.5083585,science,We’ve seen a gigantic black hole tear a star in half and eat it
-9.502563,-4.163366,science,EU will limit the use of palm oil as car fuel but won’t stop it
13.538096,15.994551,science,Is research in jails the way to end wars over dietary guidance?
-14.758904,37.127937,general,Russia hopes the World Cup will help its image—but will ISIS and other enemies spoil it for the Kremlin?
17.177614,-12.91894,general,"Strozk to Page: ""We'll Stop"" Trump from being president, new text messages show"
-17.053589,-20.153454,general,"President Trump and children sued for ""persistently illegal conduct,’ allegedly misusing charity funds"
-16.263927,39.65336,general,Watch: Putin jokes with Crown Prince MBS as Russia defeats Saudi Arabia during World Cup match
10.701168,-13.930481,general,MS-13: How an FBI informant risked death to bring America’s most brutal gang to justice
-15.848841,15.238344,general,Hundreds of people are still missing after the deadly Guatemalan volcano eruption
-11.523973,8.948503,general,NATO forces show Russia they can resist invasion as war games come to an end
13.504291,-8.334302,general,"Archaeologists have uncovered 3,500 year old rock art in the Egyptian desert"
-0.25215822,-0.8796743,general,"Ricky Martin Freaked Out About Penelope Cruz in Versace, Too"
2.636525,-6.1236997,general,My Boyfriend Moved in With My Husband and Our Kids
-1.9254794,11.257529,general,"Samuel L. Jackson Is in Most Movies, But He Wants Even More"
-9.809058,33.386906,entertainment,"Jump Force is manga brought into the very, very real world"
-1.1040845,0.27887383,entertainment,Resident Evil 2’s Tofu and mutant gator will return for the remake
19.781248,8.758902,entertainment,"Donkey Kong, Sky Skipper come to Nintendo Switch Arcade Archives"
6.9421935,2.6702187,entertainment,"When I asked about Rage 2’s worst character, I got an unexpected response"
20.41304,11.519463,entertainment,Fortnite’s E3 swag is already going for big bucks online
19.778254,-4.8572154,entertainment,"Call of Duty: Black Ops 4’s beta coming in August, and Comcast is offering a sneak preview opportunity"
-2.1017408,-3.7154424,technology,Facebook policy and comms head Elliot Schrage will step down after a decade
0.42526326,-2.1266105,technology,"Alex Blumberg, Matt Lieber podcast about the trials of entrepreneurship"
-27.86138,12.703616,technology,Comcast restarts the Fox bidding war with a $65B offer: Recode Daily
-16.984098,-20.768967,general,"New York files suit against President Trump, alleging his charity engaged in ‘illegal conduct’"
-4.865741,20.040977,general,"I've spent 10 years with this 160gb monster in my pocket, it's been with me in every single trip, journey and commute I've made since I was 20. Today it played its last song. Farewell, you magnificent bastard. • r/pics"
-15.927565,15.050731,general,People that wait until they’re married to have sex only have sex with people in their family. • r/Showerthoughts
-17.680872,-12.165718,general,"Report rebukes Comey, but says no bias in Clinton email case"
-19.679173,4.2955785,general,"Trump's tariffs pose risk to global trade, U.S. economy: IMF"
10.162107,22.547333,general,Supreme Court throws out Minnesota ban on voter political apparel
13.334741,4.575434,general,Exclusive: Microsoft takes aim at Amazon with push for checkout-free retail
-11.9216795,-0.0053906874,technology,Get your ticket to the TechCrunch Summer Party at August Capital
2.770336,-27.63438,technology,"SEC says Ether isn't a security, but tokens based on Ether can be"
-10.011308,9.470656,technology,Feast your eyes on these uniquely beautiful indie games from E3
11.07687,-14.609875,technology,ZTE has few cards left to play to avoid “death penalty”
13.375396,4.7853255,technology,"Seattle reverses controversial tax Amazon opposed, just a month after approving it"
-5.6946263,9.279757,technology,Netflix's latest hit 'The Kissing Booth' is a Wattpad success story
-12.199855,32.96581,technology,"Telemundo, Universal and TreasureHunt are launching a shootout game in time for the World Cup"
0.32613114,8.4400835,technology,Juul tightens up social media to focus on former smokers switching to e-cigs
-13.407348,37.64076,business,"As the World Cup begins, Russia should free Oleg Sentsov"
6.8762107,-8.075204,business,Nearly one-fifth of Americans would deny their country’s Muslims the right to vote
-25.633482,-1.8841985,business,In Germany it’s hard to occupy the middle ground on immigration
-10.027471,36.27489,business,When drama and beauty turn the World Cup into art
27.90583,1.0103413,general,Man charged with rape and murder of Melbourne comedian Eurydice Dixon
-16.781042,-21.453081,general,Trump and family sued by New York attorney general over alleged charity violations
-14.744526,30.632988,general,Russians enjoy dream World Cup opening despite Robbie Williams’ finger
0.043602552,2.3874207,general,Great Barrier Reef: four rivers are most responsible for pollution
-6.011519,-21.23168,general,"Alan Jones's comments about Wagner family 'unable to be defended', his lawyer says"
-1.249261,-7.2084284,general,South Australia to compel priests to report abuse revealed in confession
6.871312,22.817816,general,Journalist defends story in libel case brought by billionaire Chau Chak Wing
33.86478,-12.803243,general,Tory rebellion back on after MPs reject May's Brexit amendment
-25.633755,-1.8840938,general,Immigration rules for doctors and nurses to be lifted due to NHS pressures
-2.1048949,-3.7192059,general,Merkel coalition at risk as talks on refugee policy falter
-32.607944,-8.536755,general,"North Korea sanctions to stay until full denuclearisation, says US"
6.7318516,22.798784,general,Dr Luke denies Kesha's claim that he raped Katy Perry in libel case
-13.641299,36.409225,general,FIFA World Cup 2018: Russia kick-starts campaign with a thumping win
29.370356,14.954601,general,India set to push for extradition proceedings against Nirav Modi
9.087886,22.683716,general,Tamil Nadu MLAs’ disqualification case: Madras High Court delivers split verdict; matter to be heard by third judge
-16.996735,-21.526634,general,New York Attorney General Sues Trump Foundation For 'Persistent Illegal Conduct'
-18.90522,-11.776199,general,DOJ Watchdog Slams 'Insubordinate' James Comey Over Clinton Email News Conference
-17.567907,-3.4697752,general,Migrant Children Detained In U.S. Facility See Mural Of Trump Quote About Evicting Tenants
-19.58043,-11.208319,general,"James Comey Used Personal Email For FBI Business, Inspector General Finds"
-1.9254804,11.257532,general,Austria's Leader Wants An 'Axis' With Germany And Italy Against Migration
-9.064181,-8.972048,general,"Paul Ryan Doesn't Want Kids Split From Their Parents, But He Won't Blame Trump For It"
-18.87351,-9.64769,general,"DOJ Watchdog Report Takeaway: FBI Hurt Hillary Clinton, Not Donald Trump"
14.383378,14.275827,general,"Antarctic Ice Sheet Is Melting Way Faster Than Expected, Scientists Warn"
17.07152,-2.6482995,entertainment,Pensioner Furiously Slaps Woman After She Refuses To Give Up Her Seat On Subway
-0.5882317,-14.929711,entertainment,Waitress Reveals Her Payslips To 'Prove' Restaurant Was Taking Her Tips
20.871637,10.2154455,entertainment,Makers Of 'Fortnite' Warn Gamers To Be Wary Of V-Bucks Scammers
-14.980254,30.52917,entertainment,Robbie Williams Branded A 'Disgrace' For Flipping The Finger At The World Cup 2018 Opening Ceremony
-18.644823,-11.10061,general,"Comey Cited as Insubordinate, but Report Finds No Bias in F.B.I. Decision to Clear Clinton"
-19.823812,-12.083807,general,Did Comey Cost Clinton the Election? Why We’ll Never Know
5.7775764,-7.222531,general,"Inside the Former Walmart That Is Now a Shelter for Almost 1,500 Migrant Children"
8.92033,14.1792755,technology,It sure looks like Google is trying to make Pixelbooks run Windows
2.1771312,14.43844,technology,Elon Musk's Boring Company will build high-speed transit tunnels in Chicago
13.193617,1.1520379,technology,"It’s all the Adobe CC training you need in one place, for less than $5 per course"
-9.487373,-4.1222353,technology,What’s really behind the EU law that would “ban memes” – and how to stop it before June 20
-25.17232,9.472732,technology,Researchers continue to find vulnerabilities in $9 billion cryptocurrency EOS
-10.276761,36.55741,sports,Your Friday Viewing Is Sorted With These Tasty World Cup Fixtures
-6.021456,-11.234494,sports,Kylian Mbappe Names The Manager He Dreams Of Playing For
-0.9460367,1.0999568,sports,"Presenter Asks Gary Neville About Denis Cheryshev, He Responds Hilariously"
14.210052,-7.9930954,sports,You Need To Watch The 12-Year-Old Basketball Player Who Dominates Everyone At 6ft 10in
-17.325405,39.64494,sports,Clive Tyldesley's Commentary During Russia Vs. Saudi Arabia Leaves Fans In Stitches
-12.664499,34.1046,sports,Iceland Captain Aron Gunnarsson Has Definitely Got The Best Tattoo At The World Cup
30.38148,15.692077,general,200% rise in invites to Indians for Canadian permanent residency - Times of India
30.390896,14.740173,general,"India slams UN report on Kashmir, calls it 'selective compilation of largely unverified information' - Times of India ►"
30.555717,15.311063,general,Disqualification of 18 AIADMK MLAs: Judges agree to disagree; matter goes to tie-breaker - Times of India
2.177131,14.43844,technology,Elon Musk’s Boring Company approved to build high-speed transit between downtown Chicago and O’Hare Airport
21.863739,10.136533,technology,Sony issues weak response to Fortnite cross-play controversy on PS4 and Switch
-0.9528347,-1.3770946,technology,Snap launches a developer platform to bring Snapchat’s camera and Bitmoji to other apps
-6.2803235,-20.83046,technology,"The Last of Us: Part II will be a tale of revenge, its director says"
-18.553215,-10.934193,business,"DOJ Watchdog’s Clinton Report Finds Missteps by Comey, No Political Bias"
15.871437,-16.965376,business,ECB to End Bond-Buying Program in December as Crisis-Era Policies Wind Down
-8.568102,-7.89586,business,Big Investors Don’t Want Wall Street Analysts Snooping on Them
6.1198134,-29.062235,business,"Meet Apple’s Security Headache: The GrayKey, a Startup’s iPhone-Hacking Box"
-4.225254,2.4068682,business,Strong Spending Data Shows U.S. Economy Chugging Ahead of Europe and Asia
-0.6161493,-2.0368335,business,What Should Waiters and Bartenders Earn? The Debate Over the Tipped Wage
-11.143464,32.96089,business,"The World Cup Has Adopted Instant Replay. On Further Review, That’s a Bad Idea"
-18.426086,-6.347734,general,Trump receiving briefing ahead of public release of report expected to criticize FBI
-16.847565,5.778792,general,"Trade war could wipe out gains of GOP tax law, former top Trump economist says"
-10.223996,35.356792,general,"Vodka, pine nuts and politics: World Cup fans meet Russians on the world’s longest train line"
5.9992757,-7.3438506,general,"Inside Casa Padre, the converted Walmart where the U.S. is holding nearly 1,500 immigrant children"
-25.717642,-2.184295,general,Ryan doesn’t assure passage of House immigration bill: ‘Nothing’s easy’
-20.087015,-12.401433,general,The Inspector General's Report Criticizes James Comey. Here's What You Need to Know
-16.378218,-21.395243,general,"Donald Trump Used Foundation as His Personal Piggy Bank, New York Attorney General Alleges"
-32.60834,-8.53761,general,Mike Pompeo Says Sanctions Will Remain on North Korea Until Complete Denuclearization
-31.438158,-12.359868,general,'A Lot of People Have Done Bad Things.' President Trump Downplays North Korea's Human Rights Abuses
-11.312367,35.088223,general,Tom Rogic is Australia's World Cup wildcard — here’s why
-2.997595,14.05726,general,Britain's history with Huawei may help explain why Australia is so nervous
-9.034,16.014956,general,'I clean bloody toilets and I clean them good': The great-grandma scrubbing dunnies to save lives
-17.462622,-1.3862507,general,"Have we seen this all before? The Trump-Kim summit statement, annotated"
2.1351354,2.211094,general,The tiny mosque on the Outer Hebrides serving 60 Muslims
-11.216413,-11.53738,technology,"Data Propria, run by Cambridge Analytica alumni, working on Trump 2020 campaign"
6.5296426,-12.695958,technology,The 2018 Honda Accord proves there’s still life in the family sedan
-6.5858145,2.0971327,technology,Common drugs have depression as a possible side effect—a third of us take them
10.290571,-30.11343,technology,"Huge Apple Maps outage prevents all users from searching, getting directions [Update]"
0.8924639,19.456364,technology,What to expect now that AT&T officially owns Time Warner
-1.364556,-14.426491,technology,George Lucas reveals his plan for Star Wars 7 through 9—and it was awful
-24.506248,-2.0595753,general,"Trump hits GOP immigration bill, then seems to warm to it"
-18.446936,-2.1913595,general,AP FACT CHECK: Trump assails Dems for his own migrant policy
-17.980087,6.3231955,general,A trade war looms as Trump slaps tariffs on Chinese imports
-3.0062647,30.490467,general,World Cup 2018: Cristiano Ronaldo scores hat-trick as Portugal and Spain draw 3-3
-3.569946,30.773123,sports,World Cup 2018: Cristiano Ronaldo's free-kick pulls Portugal level against Spain
-5.796815,31.79172,sports,World Cup 2018: Nacho puts Spain 3-2 ahead against Portugal
19.516073,22.428844,sports,"US Open: Dustin Johnson leads, Tommy Fleetwood surges, Tiger Woods set to miss cut"
-1.9223211,-6.261224,sports,England v South Africa: Hosts secure series win with emphatic Canterbury victory
-5.676013,32.046844,sports,World Cup 2018: De Gea mistake gifts Ronaldo his second goal
-5.6287465,31.719667,sports,World Cup 2018: Diego Costa's solo goal pulls Spain level against Portugal
-11.835722,36.593826,sports,World Cup 2018: Iran beat Morocco to win first World Cup finals tie in 20 years
2.3925273,0.5323721,business,Ford to Scrap Ontario's Carbon System in Challenge to Trudeau
2.967634,-0.0023449417,business,CIBC Reaches for More as Its U.S. Banking Push Starts Paying Off
-2.5424407,0.56204873,business,30 AND UNDER: These are the rising stars in tech who are driving innovation
-19.946348,3.74529,business,"China fires back at Trump with tariffs on US goods, says it's time to end 'outdated and regressive behavior'"
-6.7420955,-21.776363,business,"These 7 global companies have the best chance to survive the retail apocalypse, Credit Suisse says"
-11.642108,-6.36018,business,The government just pieced together 16 pages from Michael Cohen's paper shredder and obtained thousands of his encrypted messages
-30.55013,-9.699716,business,Trump says he wants the US to treat him like North Korea treats Kim Jong Un
3.8823898,-0.8311487,business,eToro is setting up a crypto trading desk for hedge funds and banks
-12.60105,33.993176,business,Egypt made a baffling decision to bench its best player in their first match of the World Cup and then lost in the final minute
-19.982996,5.798588,business,"Trump ignites trade war with China, officially announces tariffs on $50 billion worth of Chinese goods"
31.578547,-12.163341,business,Conservatives are distancing themselves from the Tory MP who blocked a law to ban upskirting
-4.4426355,31.239035,business,Cristiano Ronaldo reportedly fined $21.8 million for tax evasion just hours before he plays in the World Cup
1.5577195,-2.078809,business,A famous Spotify investor has dropped an explosive harassment lawsuit against his brother
3.0715308,-1.9982599,business,We tried a £250 LED mask beauty treatment that's popular with celebrities such as Jessica Alba and Chrissy Teigen
20.111717,-5.0482597,business,Stephen Hawking's voice will be blasted into a black hole from a space station in a touching final memorial
-8.653318,-0.65732807,business,Moroccan player heads the ball into his own net in stoppage time to give his team a heartbreaking loss to Iran
-8.92524,16.151785,entertainment,The Betrayed Clarinetist Whose Story Went Viral Was In Amazingly Good Spirits Talking About It On BuzzFeed's Morning Show
2.9920866,-3.522378,entertainment,Twitter Is Obsessed With This French Bulldog Waiting Patiently Outside A Kitchen He's Not Allowed In
7.083697,13.127231,entertainment,Come Share Pictures That Show What Postpartum Is Really Like
1.2189025,-8.408601,entertainment,Take This Quiz To Find Out How Easily You Fall For Online Bullshit
-5.127715,-1.0624864,entertainment,"This Teen Used Her Grad Gown As A Bathrobe 'Cause ""It's Just Too Much Money"" And Inspired Others"
-7.7900586,-12.217294,entertainment,Nerdist Has Deleted All References To Host Chris Hardwick After An Abuse Allegation From His Ex
19.861773,10.188348,entertainment,Amy Poehler Was Asked To Do A Fluff Interview In 2018 And She Did NOT Play Along
-21.268946,5.5822,business,"China announces retaliatory tariffs on $34 billion worth of US goods, including agriculture products"
-26.711115,12.235554,business,Comcast and Disney should stop fighting over Fox and split it up — but they probably won't
-17.162384,6.9817996,business,Wynn Resorts and other US companies could get hit in a US-China trade war
-25.703514,10.106594,business,Rupert Murdoch's tax bill could top $4 billion in Fox deal
2.4612658,14.5585785,business,"Tesla short-sellers have been getting creamed, but they're still betting against Elon Musk anyway"
11.934044,-6.9696035,business,"A year after Amazon announced its acquisition of Whole Foods, here's where we stand"
-8.242602,-12.595821,business,Manafort pleads not guilty to witness tampering charge as special counsel Mueller seeks bail revocation
-23.58262,-1.940265,business,Trump says he 'certainly wouldn't sign' GOP's compromise immigration bill
10.845832,-9.1609125,business,Chart watcher debunks a major bitcoin theory amid its 50% plunge this year
-24.513718,-2.094771,general,Republicans scramble to understand if Trump just sunk their immigration effort
27.054972,-4.1835074,general,University of Central Florida fraternity members accused of posting revenge porn on Facebook
0.53079885,-5.3378096,general,A student showed up to school in a KKK costume -- reportedly with his teacher's approval
10.298794,9.267558,entertainment,Police called as girl kicks off as she can't watch Love Island
-0.25145897,-15.079162,entertainment,Teenager dies after taking ecstasy with friends on camping trip
0.4860251,-5.4576855,entertainment,Terrifying moment moped thugs fatally stabbed charity worker in London
-7.1931963,-4.1790876,entertainment,Hit and run driver knocks over two elderly women at a bus stop
12.633077,-8.681752,entertainment,Train mayhem sees rail trips fall by 23m in just one year
